ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
C00019,THE HONGKONG AND SHANGHAI BANKING,1645119699,9.57%,9.57%
A00003,CHINA SECURITIES DEPOSITORY AND CLEARING,1437758350,8.36%,17.94%
C00018,HANG SENG BANK LTD,518775801,3.01%,20.96%
C00033,BANK OF CHINA (HONG KONG) LTD,460049573,2.67%,23.64%
C00010,CITIBANK N.A.,390297122,2.27%,25.91%
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,237851226,1.38%,27.29%
B01161,UBS SECURITIES HONG KONG LTD,217090558,1.26%,28.56%
C00093,BNP PARIBAS,106294189,0.61%,29.17%
C00015,DBS BANK (HONG KONG) LTD,103902941,0.60%,29.78%
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,90490021,0.52%,30.31%
A00004,CHINA SECURITIES DEPOSITORY AND CLEARING,90194748,0.52%,30.83%
C00042,CMB WING LUNG BANK LTD,69437872,0.40%,31.23%
C00003,THE BANK OF EAST ASIA LTD,66478633,0.38%,31.62%
C00037,SHANGHAI COMMERCIAL BANK LTD,64192174,0.37%,32.00%
B01130,BOCI SECURITIES LTD,61646326,0.35%,32.35%
B01353,UOB KAY HIAN (HONG KONG) LTD,57015270,0.33%,32.69%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,49945264,0.29%,32.98%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,46872037,0.27%,33.25%
C00041,OCBC BANK (HONG KONG) LTD,44055863,0.25%,33.51%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,43284069,0.25%,33.76%
C00028,NANYANG COMMERCIAL BANK LTD,39550761,0.23%,33.99%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,36116341,0.21%,34.20%
B01118,EAST ASIA SECURITIES CO LTD,34747048,0.20%,34.40%
B01695,DAH SING SECURITIES LTD,31165697,0.18%,34.58%
B01727,ICBC (ASIA) SECURITIES LTD,26198394,0.15%,34.73%
C00016,DBS BANK LTD,25794481,0.15%,34.88%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,24644914,0.14%,35.03%
C00036,CHINA CONSTRUCTION BANK (ASIA),24074833,0.14%,35.17%
B01183,CHONG HING SECURITIES LTD,22744361,0.13%,35.30%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,22661271,0.13%,35.43%
C00048,CHIYU BANKING CORPORATION LTD,21595354,0.12%,35.56%
B01955,FUTU SECURITIES INTERNATIONAL,20626604,0.12%,35.68%
B01086,EVERBRIGHT SECURITIES INVESTMENT,19774816,0.11%,35.79%
C00074,DEUTSCHE BANK AG,16771871,0.09%,35.89%
B01590,INTERACTIVE BROKERS HONG KONG LTD,15264697,0.08%,35.98%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,13846337,0.08%,36.06%
B01610,KGI ASIA LTD,10271689,0.05%,36.12%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,8152038,0.04%,36.17%
B01584,CHIEF SECURITIES LTD,7253416,0.04%,36.21%
B01555,ABN AMRO CLEARING HONG KONG LTD,6699427,0.03%,36.25%
B01762,DBS VICKERS (HONG KONG) LTD,5344427,0.03%,36.28%
B01497,SINOPAC SECURITIES (ASIA) LTD,5219874,0.03%,36.31%
B01264,MIB SECURITIES (HONG KONG) LTD,5158800,0.03%,36.34%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,5010391,0.02%,36.37%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,4730703,0.02%,36.40%
C00026,CHONG HING BANK LTD,4616813,0.02%,36.42%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,4437824,0.02%,36.45%
B01552,CARRIER STOCK INVESTMENT CO LTD,4297104,0.02%,36.47%
B01576,SIU ON SECURITIES LTD,4229209,0.02%,36.50%
C00095,EFG BANK AG,4169646,0.02%,36.52%
B01423,PRUDENTIAL BROKERAGE LTD,4074343,0.02%,36.55%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,3718257,0.02%,36.57%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,3475059,0.02%,36.59%
B01284,HANG SENG SECURITIES LTD,3469627,0.02%,36.61%
B01169,PUBLIC FINANCIAL SECURITIES LTD,3337209,0.01%,36.63%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,3088129,0.01%,36.65%
B01224,MERRILL LYNCH FAR EAST LTD,2859399,0.01%,36.66%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,2676303,0.01%,36.68%
