ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B02142,TIGER BROKERS (HK) GLOBAL LTD,25225,0.16%,93.25%
B01939,SOOCHOW SECURITIES INTERNATIONAL,24675,0.16%,93.41%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,23410,0.15%,93.57%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,20072,0.13%,93.71%
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,19782,0.13%,93.84%
B01183,CHONG HING SECURITIES LTD,18096,0.12%,93.96%
B01425,WELLFULL SECURITIES CO LTD,14605,0.09%,94.06%
B01904,VALUABLE CAPITAL LTD,13840,0.09%,94.15%
B02132,BOOM SECURITIES (H.K.) LTD,13305,0.08%,94.24%
B01754,ASIA PACIFIC SECURITIES LTD,12490,0.08%,94.32%
B01514,KARL-THOMSON SECURITIES CO LTD,11275,0.07%,94.40%
B01433,HING WAI ALLIED SECURITIES LTD,11225,0.07%,94.48%
B01610,KGI ASIA LTD,11115,0.07%,94.55%
C00042,CMB WING LUNG BANK LTD,10950,0.07%,94.62%
B01427,TSE'S SECURITIES LTD,10170,0.06%,94.69%
B01353,UOB KAY HIAN (HONG KONG) LTD,10057,0.06%,94.76%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,9345,0.06%,94.82%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,8940,0.05%,94.88%
C00028,NANYANG COMMERCIAL BANK LTD,8588,0.05%,94.94%
B01714,MAGE SECURITIES LTD,8050,0.05%,94.99%
B01959,ZHONGTAI INTERNATIONAL SECURITIES LTD,7980,0.05%,95.05%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),7760,0.05%,95.10%
B01810,ASTRUM CAPITAL MANAGEMENT LTD,7565,0.05%,95.15%
B01963,TFI SECURITIES AND FUTURES LTD,7475,0.05%,95.20%
B01695,DAH SING SECURITIES LTD,5990,0.04%,95.24%
B01252,CORPORATE BROKERS LTD,5925,0.03%,95.28%
B01905,SDIC SECURITIES (HONG KONG) LTD,4560,0.03%,95.31%
B01089,HSBC BROKING SECURITIES (HONG KONG) LTD,4319,0.02%,95.34%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,4189,0.02%,95.37%
B01825,GUOYUAN SECURITIES BROKERAGE (HONG KONG),3735,0.02%,95.39%
B01118,EAST ASIA SECURITIES CO LTD,3560,0.02%,95.42%
B01866,ICBC INTERNATIONAL SECURITIES LTD,3405,0.02%,95.44%
B01267,WINFULL SECURITIES LTD,3342,0.02%,95.46%
B01423,PRUDENTIAL BROKERAGE LTD,3060,0.02%,95.48%
B01289,SOUTH CHINA SECURITIES LTD,3010,0.02%,95.50%
B02056,RUIBANG SECURITIES LTD,2905,0.01%,95.52%
B01469,KAISER SECURITIES LTD,2725,0.01%,95.54%
B01769,ONE CHINA SECURITIES LTD,2652,0.01%,95.56%
B01762,DBS VICKERS (HONG KONG) LTD,2445,0.01%,95.57%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,2419,0.01%,95.59%
B01673,FULBRIGHT SECURITIES LTD,2395,0.01%,95.61%
B01927,JAKOTA SECURITIES GROUP LTD,2265,0.01%,95.62%
B01948,CAITONG INTERNATIONAL SECURITIES CO LTD,2035,0.01%,95.64%
B01556,LUK FOOK SECURITIES (HK) LTD,2030,0.01%,95.65%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,1935,0.01%,95.66%
B01472,SUN GROWTH SECURITIES LTD,1635,0.01%,95.67%
B01585,SINO GRADE SECURITIES LTD,1630,0.01%,95.68%
B01809,CHINA SYSTEM SECURITIES LTD,1510,0.01%,95.69%
B01885,HAFOO SECURITIES LTD,1390,0.00%,95.70%
B01324,FUNDERSTONE SECURITIES LTD,1195,0.00%,95.71%
B01773,TOYO SECURITIES ASIA LTD,1105,0.00%,95.72%
B02159,USMART SECURITIES LTD,1105,0.00%,95.73%
B01386,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,1045,0.00%,95.73%
B01848,CATHAY SECURITIES (HONG KONG) LTD,1045,0.00%,95.74%
B01947,FUBON SECURITIES (HONG KONG) LTD,1020,0.00%,95.75%
B01459,IFAST SECURITIES (HK) LTD,1000,0.00%,95.75%
B01579,APRICOT CAPITAL (HONG KONG) LTD,985,0.00%,95.76%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,910,0.00%,95.77%
B02093,UPMAX SECURITIES LTD,882,0.00%,95.77%
B01450,DL BROKERAGE LTD,850,0.00%,95.78%
B01511,TAT LEE SECURITIES CO LTD,810,0.00%,95.78%
B01338,EMPEROR SECURITIES LTD,800,0.00%,95.79%
B01843,TELECOM KING SECURITIES LTD,776,0.00%,95.79%
C00074,DEUTSCHE BANK AG,739,0.00%,95.80%
B02065,FORTUNE ORIGIN SECURITIES LTD,690,0.00%,95.80%
B02032,FORTHRIGHT SECURITIES CO LTD,625,0.00%,95.81%
B01356,DELTA ASIA SECURITIES LTD,560,0.00%,95.81%
B01455,NATIONAL RESOURCES SECURITIES LTD,550,0.00%,95.82%
B01525,KEE CHEONG SECURITIES CO LTD,550,0.00%,95.82%
B01275,SANFULL SECURITIES LTD,535,0.00%,95.82%
B01209,MASON SECURITIES LTD,530,0.00%,95.83%
B02175,WEBULL SECURITIES LTD,525,0.00%,95.83%
B02183,SPDB INTERNATIONAL SECURITIES LTD,500,0.00%,95.83%
B01224,MERRILL LYNCH FAR EAST LTD,431,0.00%,95.84%
B01119,CELESTIAL SECURITIES LTD,425,0.00%,95.84%
B01962,CHINA SECURITIES (INTERNATIONAL),415,0.00%,95.84%
B01351,WING FUNG SECURITIES LTD,390,0.00%,95.84%
B01340,LEHIN SECURITIES LTD,377,0.00%,95.85%
B01264,MIB SECURITIES (HONG KONG) LTD,370,0.00%,95.85%
B01601,CSC SECURITIES (HK) LTD,350,0.00%,95.85%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,345,0.00%,95.85%
B01240,TSUN CHI YUEN SECURITIES CO LTD,322,0.00%,95.86%
B01416,VC BROKERAGE LTD,265,0.00%,95.86%
B01813,CCB INTERNATIONAL SECURITIES LTD,225,0.00%,95.86%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,210,0.00%,95.86%
B02180,PLUTUS SECURITIES LTD,200,0.00%,95.86%
B02047,EDDID SECURITIES AND FUTURES LTD,170,0.00%,95.86%
B01567,PRIME SECURITIES LTD,160,0.00%,95.86%
B01198,PO KAY SECURITIES & SHARES CO LTD,150,0.00%,95.87%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,150,0.00%,95.87%
B01298,GET NICE SECURITIES LTD,135,0.00%,95.87%
B01743,CEPA ALLIANCE SECURITIES LTD,110,0.00%,95.87%
B01389,ZHONGRONG PT SECURITIES LTD,100,0.00%,95.87%
B01438,KINGSTON SECURITIES LTD,100,0.00%,95.87%
B01564,ABCI SECURITIES CO LTD,100,0.00%,95.87%
B01645,SELINA & CO LTD,100,0.00%,95.87%
B01788,SUNRISE SECURITIES LTD,100,0.00%,95.87%
B01343,CELETIO INVESTMENTS LTD,70,0.00%,95.87%
B01375,AVEREST CAPITAL LTD,55,0.00%,95.87%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,50,0.00%,95.87%
B01184,QUAM SECURITIES LTD,50,0.00%,95.87%
B01213,MONEYMORE SECURITIES LTD,50,0.00%,95.87%
B01373,CHRISTFUND SECURITIES LTD,50,0.00%,95.87%
B01439,TAI TAK SECURITIES (ASIA) LTD,50,0.00%,95.87%
B01458,YICKO SECURITIES LTD,50,0.00%,95.87%
B01577,YF SECURITIES CO LTD,50,0.00%,95.87%
B01981,BLUESTONE SECURITIES (HK) CO LTD,50,0.00%,95.88%
B02028,SORRENTO SECURITIES LTD,50,0.00%,95.88%
B01272,FB SECURITIES (HONG KONG) LTD,45,0.00%,95.88%
B01666,GLORY SUN SECURITIES LTD,40,0.00%,95.88%
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,40,0.00%,95.88%
,HONG KONG SECURITIES CLEARING CO. LTD.,37,0.00%,95.88%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,35,0.00%,95.88%
B01328,BAN HIN SECURITIES CO LTD,30,0.00%,95.88%
B01551,YUE XIU SECURITIES CO LTD,30,0.00%,95.88%
B01705,HENIK SECURITIES LTD,27,0.00%,95.88%
,FONG WAI MAN *,25,0.00%,95.88%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,25,0.00%,95.88%
B01271,HANG TAI SECURITIES LTD,25,0.00%,95.88%
B01401,MEGABASE SECURITIES LTD,25,0.00%,95.88%
B01445,VICTORY SECURITIES CO LTD,25,0.00%,95.88%
B01915,METAVERSE SECURITIES LTD,25,0.00%,95.88%
B01940,SOFI SECURITIES (HONG KONG) LTD,15,0.00%,95.88%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,13,0.00%,95.88%
B01696,HANTEC SECURITIES CO LTD,10,0.00%,95.88%
B01789,HO FUNG SHARES INVESTMENT LTD,10,0.00%,95.88%
B01129,WOCOM SECURITIES LTD,5,0.00%,95.88%
B01169,PUBLIC FINANCIAL SECURITIES LTD,5,0.00%,95.88%
B01322,WATON SECURITIES INTERNATIONAL LIMITED,5,0.00%,95.88%
B01462,MANGO FINANCIAL LTD,5,0.00%,95.88%
B02102,ZINVEST GLOBAL LTD,5,0.00%,95.88%
B02138,TIGER FAITH SECURITIES LTD,5,0.00%,95.88%
