ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01324,FUNDERSTONE SECURITIES LTD,79373516,31.04%,31.05%
B01264,MIB SECURITIES (HONG KONG) LTD,20146000,7.88%,38.93%
B01353,UOB KAY HIAN (HONG KONG) LTD,13556754,5.30%,44.23%
C00019,THE HONGKONG AND SHANGHAI BANKING,9467158,3.70%,47.93%
B01118,EAST ASIA SECURITIES CO LTD,4334000,1.69%,49.63%
B01727,ICBC (ASIA) SECURITIES LTD,4052000,1.58%,51.21%
C00093,BNP PARIBAS,3406000,1.33%,52.55%
B01373,CHRISTFUND SECURITIES LTD,3290000,1.28%,53.83%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,3093508,1.21%,55.04%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,3029016,1.18%,56.23%
C00033,BANK OF CHINA (HONG KONG) LTD,3021770,1.18%,57.41%
B01556,LUK FOOK SECURITIES (HK) LTD,3010000,1.17%,58.59%
C00003,THE BANK OF EAST ASIA LTD,2952000,1.15%,59.74%
C00026,CHONG HING BANK LTD,2694000,1.05%,60.80%
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,2522850,0.98%,61.78%
B01777,DAIWA CAPITAL MARKETS HONG KONG LTD,2485540,0.97%,62.75%
B01700,REALINK FINANCIAL TRADE LTD,2414000,0.94%,63.70%
B01284,HANG SENG SECURITIES LTD,2371936,0.92%,64.63%
C00037,SHANGHAI COMMERCIAL BANK LTD,2140000,0.83%,65.46%
C00015,DBS BANK (HONG KONG) LTD,1912000,0.74%,66.21%
B01610,KGI ASIA LTD,1839700,0.71%,66.93%
B01590,INTERACTIVE BROKERS HONG KONG LTD,1662000,0.65%,67.58%
C00018,HANG SENG BANK LTD,1048326,0.41%,67.99%
C00042,CMB WING LUNG BANK LTD,720000,0.28%,68.27%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,540000,0.21%,68.48%
C00028,NANYANG COMMERCIAL BANK LTD,526000,0.20%,68.69%
B01955,FUTU SECURITIES INTERNATIONAL,514000,0.20%,68.89%
B01086,EVERBRIGHT SECURITIES INVESTMENT,484524,0.18%,69.08%
B01119,CELESTIAL SECURITIES LTD,424000,0.16%,69.25%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,285080,0.11%,69.36%
C00010,CITIBANK N.A.,264908,0.10%,69.46%
B01773,TOYO SECURITIES ASIA LTD,262000,0.10%,69.56%
B01413,CORE PACIFIC - YAMAICHI INTERNATIONAL,252000,0.09%,69.66%
B01653,WAI MAN STOCK & SHARES CO LTD,252000,0.09%,69.76%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,182620,0.07%,69.83%
B01788,SUNRISE SECURITIES LTD,150000,0.05%,69.89%
B01423,PRUDENTIAL BROKERAGE LTD,148000,0.05%,69.95%
B01328,BAN HIN SECURITIES CO LTD,144000,0.05%,70.01%
B01584,CHIEF SECURITIES LTD,126000,0.04%,70.05%
B02142,TIGER BROKERS (HK) GLOBAL LTD,126000,0.04%,70.10%
B01659,CHEER UNION SECURITIES LTD,120000,0.04%,70.15%
B01183,CHONG HING SECURITIES LTD,118000,0.04%,70.20%
B01161,UBS SECURITIES HONG KONG LTD,110000,0.04%,70.24%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,104000,0.04%,70.28%
C00041,OCBC BANK (HONG KONG) LTD,102000,0.03%,70.32%
B01619,TUNG WUI SECURITIES CO LTD,100000,0.03%,70.36%
B01695,DAH SING SECURITIES LTD,96000,0.03%,70.40%
B01519,GOOD HARVEST SECURITIES CO LTD,94000,0.03%,70.43%
B01294,CS WEALTH SECURITIES LTD,80000,0.03%,70.47%
B01425,WELLFULL SECURITIES CO LTD,68000,0.02%,70.49%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,68000,0.02%,70.52%
B01130,BOCI SECURITIES LTD,62000,0.02%,70.54%
B01433,HING WAI ALLIED SECURITIES LTD,62000,0.02%,70.57%
C00048,CHIYU BANKING CORPORATION LTD,60000,0.02%,70.59%
B01936,MIGHTY BROKERAGE (ASIA) LTD,58000,0.02%,70.61%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,56000,0.02%,70.64%
B01356,DELTA ASIA SECURITIES LTD,52000,0.02%,70.66%
B01198,PO KAY SECURITIES & SHARES CO LTD,50000,0.01%,70.67%
B01481,NEW REGION SECURITIES CO LTD,50000,0.01%,70.69%
B01686,FIRST SHANGHAI SECURITIES LTD,48000,0.01%,70.71%
B01714,MAGE SECURITIES LTD,46000,0.01%,70.73%
B01230,GAOYU SECURITIES LIMITED,40000,0.01%,70.75%
B01813,CCB INTERNATIONAL SECURITIES LTD,40000,0.01%,70.76%
B01947,FUBON SECURITIES (HONG KONG) LTD,38000,0.01%,70.78%
B01555,ABN AMRO CLEARING HONG KONG LTD,34000,0.01%,70.79%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,34000,0.01%,70.80%
B01267,WINFULL SECURITIES LTD,30000,0.01%,70.82%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,30000,0.01%,70.83%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,30000,0.01%,70.84%
C00016,DBS BANK LTD,30000,0.01%,70.85%
B01224,MERRILL LYNCH FAR EAST LTD,22096,0.00%,70.86%
