ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B01853,CMBC SECURITIES CO LTD,1101670000,11.55%,11.55%
C00019,THE HONGKONG AND SHANGHAI BANKING,239254420,2.50%,14.06%
C00033,BANK OF CHINA (HONG KONG) LTD,178246000,1.86%,15.93%
B01955,FUTU SECURITIES INTERNATIONAL,138758100,1.45%,17.38%
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD,76128000,0.79%,18.18%
B01284,HANG SENG SECURITIES LTD,75297000,0.78%,18.97%
B01905,SDIC SECURITIES (HONG KONG) LTD,57247000,0.60%,19.57%
B01842,BOCOM INTERNATIONAL SECURITIES LTD,49826000,0.52%,20.09%
B01929,CHINA GALAXY INTERNATIONAL SECURITIES,34615000,0.36%,20.46%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,33748000,0.35%,20.81%
B01813,CCB INTERNATIONAL SECURITIES LTD,28668000,0.30%,21.11%
B01727,ICBC (ASIA) SECURITIES LTD,26516000,0.27%,21.39%
B01130,BOCI SECURITIES LTD,22379000,0.23%,21.62%
B01673,FULBRIGHT SECURITIES LTD,21286000,0.22%,21.85%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,21249000,0.22%,22.07%
B01686,FIRST SHANGHAI SECURITIES LTD,20704000,0.21%,22.29%
C00028,NANYANG COMMERCIAL BANK LTD,19726000,0.20%,22.49%
C00042,CMB WING LUNG BANK LTD,19351000,0.20%,22.70%
B01143,HAITONG INTERNATIONAL SECURITIES CO LTD,18818600,0.19%,22.89%
B01181,FOSUN INTERNATIONAL SECURITIES LTD,18183000,0.19%,23.08%
B01938,CHINA INDUSTRIAL SECURITIES,15712000,0.16%,23.25%
C00010,CITIBANK N.A.,14394400,0.15%,23.40%
C00088,CHINA MERCHANTS BANK CO LTD,13662000,0.14%,23.54%
C00018,HANG SENG BANK LTD,13292000,0.13%,23.68%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,13028000,0.13%,23.82%
B01274,MORGAN STANLEY HONG KONG SECURITIES LTD,12780000,0.13%,23.95%
B01695,DAH SING SECURITIES LTD,12778000,0.13%,24.09%
C00041,OCBC BANK (HONG KONG) LTD,12485000,0.13%,24.22%
B01086,EVERBRIGHT SECURITIES INVESTMENT,12280000,0.12%,24.35%
B01668,BRIGHT SMART SECURITIES INTERNATIONAL,11398000,0.11%,24.47%
B01649,CINDA INTERNATIONAL SECURITIES LTD,11310000,0.11%,24.58%
C00015,DBS BANK (HONG KONG) LTD,10816000,0.11%,24.70%
B01183,CHONG HING SECURITIES LTD,9909000,0.10%,24.80%
B01497,SINOPAC SECURITIES (ASIA) LTD,9373000,0.09%,24.90%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,8009400,0.08%,24.98%
B01445,VICTORY SECURITIES CO LTD,7972000,0.08%,25.07%
B02195,LONG BRIDGE HK LTD,7928800,0.08%,25.15%
B01590,INTERACTIVE BROKERS HONG KONG LTD,7664000,0.08%,25.23%
C00036,CHINA CONSTRUCTION BANK (ASIA),7189000,0.07%,25.31%
B01584,CHIEF SECURITIES LTD,7100501,0.07%,25.38%
B01118,EAST ASIA SECURITIES CO LTD,6924000,0.07%,25.45%
B01890,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,6673000,0.06%,25.52%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,6202000,0.06%,25.59%
B01826,GF SECURITIES (HONG KONG) BROKERAGE LTD,6171000,0.06%,25.65%
C00002,BANK OF COMMUNICATIONS TRUSTEE LTD,5576100,0.05%,25.71%
B01523,EVER-LONG SECURITIES CO LTD,5268000,0.05%,25.77%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,5210000,0.05%,25.82%
C00037,SHANGHAI COMMERCIAL BANK LTD,4836000,0.05%,25.87%
B01353,UOB KAY HIAN (HONG KONG) LTD,4830000,0.05%,25.92%
B01253,STOCKWELL SECURITIES LTD,4800000,0.05%,25.97%
B02176,PING AN SECURITIES (HONG KONG) CO LTD,4491000,0.04%,26.02%
C00003,THE BANK OF EAST ASIA LTD,4382000,0.04%,26.07%
B01345,PHILLIP SECURITIES (HONG KONG) LTD,3746000,0.03%,26.10%
B01610,KGI ASIA LTD,3695000,0.03%,26.14%
B01901,CMB INTERNATIONAL SECURITIES LTD,3568000,0.03%,26.18%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,3540000,0.03%,26.22%
B01470,HUNG SING SECURITIES LTD,3000000,0.03%,26.25%
B01161,UBS SECURITIES HONG KONG LTD,2862000,0.03%,26.28%
B01356,DELTA ASIA SECURITIES LTD,2760000,0.02%,26.31%
B01939,SOOCHOW SECURITIES INTERNATIONAL,2760000,0.02%,26.34%
B01169,PUBLIC FINANCIAL SECURITIES LTD,2423000,0.02%,26.36%
B01228,CITIC SECURITIES BROKERAGE (HK) LTD,2405000,0.02%,26.39%
B02159,USMART SECURITIES LTD,2358000,0.02%,26.41%
B01885,HAFOO SECURITIES LTD,2346000,0.02%,26.44%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),2234000,0.02%,26.46%
B01119,CELESTIAL SECURITIES LTD,2156000,0.02%,26.48%
B01661,BOSCO SECURITIES LTD,2000000,0.02%,26.50%
B01556,LUK FOOK SECURITIES (HK) LTD,1966000,0.02%,26.53%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,1964000,0.02%,26.55%
B02117,FUTURE SECURITIES LTD,1938000,0.02%,26.57%
B01551,YUE XIU SECURITIES CO LTD,1896000,0.01%,26.59%
B01904,VALUABLE CAPITAL LTD,1838000,0.01%,26.61%
B01252,CORPORATE BROKERS LTD,1638000,0.01%,26.62%
B01700,REALINK FINANCIAL TRADE LTD,1638000,0.01%,26.64%
B01519,GOOD HARVEST SECURITIES CO LTD,1554000,0.01%,26.66%
C00058,CHINA CITIC BANK INTERNATIONAL LTD,1518000,0.01%,26.67%
B02142,TIGER BROKERS (HK) GLOBAL LTD,1332000,0.01%,26.69%
B01343,CELETIO INVESTMENTS LTD,1290000,0.01%,26.70%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,1264000,0.01%,26.71%
C00048,CHIYU BANKING CORPORATION LTD,1263000,0.01%,26.73%
B01816,CHEONG LEE SECURITIES LTD,1200000,0.01%,26.74%
B01275,SANFULL SECURITIES LTD,1198000,0.01%,26.75%
