ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B02142,TIGER BROKERS (HK) GLOBAL LTD,52000,0.00%,36.55%
B01265,OCBC SECURITIES BROKERAGE (HK) LTD,50000,0.00%,36.55%
B01433,HING WAI ALLIED SECURITIES LTD,49000,0.00%,36.56%
B01115,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,45000,0.00%,36.57%
B01705,HENIK SECURITIES LTD,45000,0.00%,36.57%
B01905,SDIC SECURITIES (HONG KONG) LTD,43000,0.00%,36.58%
B01581,KINGSWAY FINANCIAL SERVICES GROUP LTD,42000,0.00%,36.59%
B02195,LONG BRIDGE HK LTD,32000,0.00%,36.59%
B01833,CTBC ASIA LTD,30000,0.00%,36.59%
B01423,PRUDENTIAL BROKERAGE LTD,27000,0.00%,36.60%
B02175,WEBULL SECURITIES LTD,27000,0.00%,36.60%
B01623,TAI FUNG KUENTAI SECURITIES CO LTD,26000,0.00%,36.61%
B01788,SUNRISE SECURITIES LTD,26000,0.00%,36.61%
B01248,KWAN YICK SECURITIES (INTERNATIONAL) LTD,25573,0.00%,36.61%
B01588,LEI SHING HONG SECURITIES LTD,25000,0.00%,36.62%
B01939,SOOCHOW SECURITIES INTERNATIONAL,23000,0.00%,36.62%
B01941,CENTALINE SECURITIES LTD,21000,0.00%,36.62%
B01494,AUDREY CHOW SECURITIES LTD,20500,0.00%,36.63%
B01416,VC BROKERAGE LTD,20000,0.00%,36.63%
B01119,CELESTIAL SECURITIES LTD,19000,0.00%,36.63%
B01940,SOFI SECURITIES (HONG KONG) LTD,18000,0.00%,36.63%
C00088,CHINA MERCHANTS BANK CO LTD,18000,0.00%,36.64%
B01169,PUBLIC FINANCIAL SECURITIES LTD,17000,0.00%,36.64%
B01347,CGS INTERNATIONAL SECURITIES HK LTD,17000,0.00%,36.64%
B01601,CSC SECURITIES (HK) LTD,16000,0.00%,36.64%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),16000,0.00%,36.65%
B01762,DBS VICKERS (HONG KONG) LTD,15000,0.00%,36.65%
B02132,BOOM SECURITIES (H.K.) LTD,15000,0.00%,36.65%
C00048,CHIYU BANKING CORPORATION LTD,15000,0.00%,36.65%
B01900,ORIENT SECURITIES (HONG KONG) LTD,14000,0.00%,36.66%
B01654,CHINA INTERNATIONAL CAPITAL CORPORATION,13000,0.00%,36.66%
B01511,TAT LEE SECURITIES CO LTD,12000,0.00%,36.66%
B01669,FIRST SECURITIES (HK) LTD,12000,0.00%,36.66%
B01810,ASTRUM CAPITAL MANAGEMENT LTD,12000,0.00%,36.66%
B01843,TELECOM KING SECURITIES LTD,12000,0.00%,36.66%
B01455,NATIONAL RESOURCES SECURITIES LTD,11600,0.00%,36.67%
B01680,SUCCESS SECURITIES LTD,11000,0.00%,36.67%
B01129,WOCOM SECURITIES LTD,10100,0.00%,36.67%
B01438,KINGSTON SECURITIES LTD,10000,0.00%,36.67%
B01686,FIRST SHANGHAI SECURITIES LTD,10000,0.00%,36.67%
B01773,TOYO SECURITIES ASIA LTD,10000,0.00%,36.67%
B01930,PRIME COURAGE SECURITIES CO LTD,10000,0.00%,36.67%
B01141,FE SECURITIES LTD,8000,0.00%,36.68%
B01148,CHINA MERCHANTS SECURITIES (HK) CO LTD,7400,0.00%,36.68%
B01470,HUNG SING SECURITIES LTD,7000,0.00%,36.68%
B01483,BULLISH SECURITIES LTD,7000,0.00%,36.68%
B02159,USMART SECURITIES LTD,7000,0.00%,36.68%
B01264,MIB SECURITIES (HONG KONG) LTD,6900,0.00%,36.68%
B01275,SANFULL SECURITIES LTD,6000,0.00%,36.68%
B01724,RAMON INVESTMENT CO LTD,6000,0.00%,36.68%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,6000,0.00%,36.68%
B01213,MONEYMORE SECURITIES LTD,5000,0.00%,36.68%
B01439,TAI TAK SECURITIES (ASIA) LTD,5000,0.00%,36.68%
B01469,KAISER SECURITIES LTD,5000,0.00%,36.69%
B01523,EVER-LONG SECURITIES CO LTD,5000,0.00%,36.69%
B01564,ABCI SECURITIES CO LTD,5000,0.00%,36.69%
B01849,CIS SECURITIES ASSET MANAGEMENT LTD,5000,0.00%,36.69%
B01289,SOUTH CHINA SECURITIES LTD,4840,0.00%,36.69%
B01267,WINFULL SECURITIES LTD,4000,0.00%,36.69%
B01459,IFAST SECURITIES (HK) LTD,4000,0.00%,36.69%
B01514,KARL-THOMSON SECURITIES CO LTD,4000,0.00%,36.69%
B01519,GOOD HARVEST SECURITIES CO LTD,4000,0.00%,36.69%
B01555,ABN AMRO CLEARING HONG KONG LTD,4000,0.00%,36.69%
B01784,FU YIP SECURITIES AND INVESTMENT CO LTD,4000,0.00%,36.69%
B01885,HAFOO SECURITIES LTD,4000,0.00%,36.69%
B01974,ARISTO SECURITIES LTD,4000,0.00%,36.69%
B01320,LUEN FAT SECURITIES CO LTD,3000,0.00%,36.69%
B01356,DELTA ASIA SECURITIES LTD,3000,0.00%,36.69%
B01458,YICKO SECURITIES LTD,3000,0.00%,36.69%
B01710,SINO-RICH SECURITIES & FUTURES LTD,3000,0.00%,36.69%
B01809,CHINA SYSTEM SECURITIES LTD,3000,0.00%,36.70%
B01123,HING WONG SECURITIES LTD,2160,0.00%,36.70%
B01546,WO FUNG SECURITIES CO LTD,2000,0.00%,36.70%
B01767,NEW GALA SECURITIES CO LTD,2000,0.00%,36.70%
B01814,WELL LINK SECURITIES LTD,2000,0.00%,36.70%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,2000,0.00%,36.70%
B02047,EDDID SECURITIES AND FUTURES LTD,2000,0.00%,36.70%
B01481,NEW REGION SECURITIES CO LTD,1200,0.00%,36.70%
B01915,METAVERSE SECURITIES LTD,1200,0.00%,36.70%
B01231,GIGAMONEY LTD,1000,0.00%,36.70%
B01351,WING FUNG SECURITIES LTD,1000,0.00%,36.70%
B01665,WINSOME STOCK CO LTD,1000,0.00%,36.70%
B01848,CATHAY SECURITIES (HONG KONG) LTD,1000,0.00%,36.70%
B01666,GLORY SUN SECURITIES LTD,800,0.00%,36.70%
B01340,LEHIN SECURITIES LTD,468,0.00%,36.70%
B01769,ONE CHINA SECURITIES LTD,51,0.00%,36.70%
