ID,Name,ShareholdingDecimal,Percentage,CumulativePercentage
B02112,CORE CAPITAL SECURITIES LTD,10000,0.00%,33.28%
B01213,MONEYMORE SECURITIES LTD,8000,0.00%,33.29%
B01343,CELETIO INVESTMENTS LTD,8000,0.00%,33.29%
B01470,HUNG SING SECURITIES LTD,8000,0.00%,33.29%
B01813,CCB INTERNATIONAL SECURITIES LTD,8000,0.00%,33.30%
B02142,TIGER BROKERS (HK) GLOBAL LTD,8000,0.00%,33.30%
B02159,USMART SECURITIES LTD,8000,0.00%,33.30%
B01351,WING FUNG SECURITIES LTD,6000,0.00%,33.31%
B01356,DELTA ASIA SECURITIES LTD,6000,0.00%,33.31%
B01565,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,6000,0.00%,33.31%
B01184,QUAM SECURITIES LTD,4000,0.00%,33.31%
B01427,TSE'S SECURITIES LTD,4000,0.00%,33.31%
B01481,NEW REGION SECURITIES CO LTD,4000,0.00%,33.32%
B01696,HANTEC SECURITIES CO LTD,4000,0.00%,33.32%
B01897,CENTRAL WEALTH SECURITIES INVESTMENT LTD,4000,0.00%,33.32%
B01858,YUANTA SECURITIES (HONG KONG) CO LTD,2083,0.00%,33.32%
B01256,SINOLINK SECURITIES (HONG KONG) CO LTD,2000,0.00%,33.32%
B01438,KINGSTON SECURITIES LTD,2000,0.00%,33.32%
B01563,XINKONG INTERNATIONAL SECURITIES LTD,2000,0.00%,33.32%
B01686,FIRST SHANGHAI SECURITIES LTD,2000,0.00%,33.32%
B01753,FORTUNE (HK) SECURITIES LTD,2000,0.00%,33.32%
B01829,HUATAI FINANCIAL HOLDINGS (HONG KONG),2000,0.00%,33.32%
B01769,ONE CHINA SECURITIES LTD,1735,0.00%,33.33%
B01451,GOLDMAN SACHS (ASIA) SECURITIES LTD,305,0.00%,33.33%
B01240,TSUN CHI YUEN SECURITIES CO LTD,103,0.00%,33.33%
