Date,Top1,Top5,Top10,Top10NCIP,StakeInCCASS
20260703,45.49,97.89,99.29,99.29,98.28
20260702,54.46,96.90,98.96,98.96,67.03
20260628,54.46,96.90,98.96,98.96,67.03
