Date,Top1,Top5,Top10,Top10NCIP,StakeInCCASS
20260705,34.05,67.25,77.58,77.79,52.63
20260703,34.05,67.25,77.58,77.79,52.63
20260702,34.10,67.49,77.70,77.90,52.63
20260630,34.02,67.45,77.66,77.87,52.63
20260629,33.64,67.55,77.73,77.93,52.63
20260626,33.60,67.51,77.73,77.94,52.63
20260625,33.61,67.53,77.75,77.96,52.62
20260624,33.74,67.61,77.78,77.98,52.62
20260623,33.78,67.66,77.86,78.06,52.62
20260622,33.61,67.60,77.88,78.09,52.62
